topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,year,classLabel,id
0.480477035,0.0,0.0,0.0,0.0826446563,0.0,0.0,0.0611891076,0.3328226805,0.0,2000,10,<26575732.1075855687756.JavaMail.evans@thyme>
0.2201953232,0.0604012311,0.0642735213,0.0,0.1209659129,0.0,0.1270781308,0.0,0.3303321302,0.0692368075,2000,9,<15294346.1075855687778.JavaMail.evans@thyme>
0.1974942535,0.0626781657,0.07530242200000001,0.0,0.1192998588,0.0,0.1190769896,0.0,0.3463711739,0.07178129999999999,2000,9,<25140503.1075855687800.JavaMail.evans@thyme>
0.2902367711,0.0573113076,0.0496030562,0.0,0.1776015311,0.0131942052,0.06874947990000001,0.0489095971,0.1499886215,0.13776129480000002,2000,9,<19034252.1075855687825.JavaMail.evans@thyme>
0.2902362943,0.0573112741,0.0496030226,0.0,0.1776013523,0.0131942043,0.0687490478,0.0489136316,0.1499882191,0.1377611607,2000,9,<719350.1075855687850.JavaMail.evans@thyme>
0.4118362665,0.0,0.1557546705,0.0,0.0686926618,0.02853298,0.05852555860000001,0.0,0.2509684265,0.0231595486,2000,9,<10523086.1075855687873.JavaMail.evans@thyme>
0.7473462223999999,0.0,0.065176554,0.0,0.030825272200000007,0.0,0.0,0.039359089,0.1044699475,0.0,2001,5,<8572706.1075855378498.JavaMail.evans@thyme>
0.1571417302,0.0142857144,0.1764091402,0.0142857144,0.15714648369999998,0.0142857144,0.014285963999999996,0.0142916208,0.15714001660000002,0.2807278931,2000,9,<29665600.1075855687895.JavaMail.evans@thyme>
0.436604917,0.0,0.08104527,0.0,0.0412424766,0.0,0.1197738498,0.0,0.2960354686,0.0198174734,2000,9,<4449575.1075855687916.JavaMail.evans@thyme>
0.5537440181000001,0.0,0.1829363406,0.017760606499999998,0.0947502479,0.0,0.0,0.0,0.1427427977,0.0,2000,9,<24741229.1075855687937.JavaMail.evans@thyme>
0.2793453336,0.0347929895,0.0728799999,0.0,0.2594625354,0.0,0.0918500498,0.08453922720000001,0.1065599397,0.0691308603,2000,9,<19330146.1075855687961.JavaMail.evans@thyme>
0.2980182469,0.0,0.0,0.0,0.0,0.0,0.16505621369999998,0.1412208825,0.3456982374,0.0,2000,9,<7763065.1075855687985.JavaMail.evans@thyme>
0.4786846936,0.0,0.1711366475,0.0,0.045129478,0.0392426513,0.0,0.0,0.2476797849,0.0148205198,2000,9,<14215818.1075855688008.JavaMail.evans@thyme>
0.4017331004,0.0,0.1381252557,0.0,0.06345667690000001,0.0431804545,0.0,0.0,0.3271693885,0.02018057,2000,9,<17698185.1075855688030.JavaMail.evans@thyme>
0.3797570765,0.011111111399999998,0.3052527905,0.011111111399999998,0.237204209,0.0111113451,0.0111120772,0.0111158527,0.011113219,0.0111111617,2000,9,<26911498.1075855688052.JavaMail.evans@thyme>
0.4628585875,0.0877606347,0.0,0.0697386637,0.253071785,0.0,0.0,0.1038387939,0.0,0.0,2000,9,<21367359.1075855688073.JavaMail.evans@thyme>
0.2838371098,0.0,0.0,0.0582983568,0.1874479055,0.074440591,0.25811558960000003,0.1168048605,0.0,0.0,2000,9,<21687372.1075855688094.JavaMail.evans@thyme>
0.4487207234,0.0563937128,0.1807726473,0.0,0.0757669955,0.0,0.0,0.141841054,0.0,0.0754485726,2001,5,<32300323.1075855378519.JavaMail.evans@thyme>
0.3556824028,0.0555685051,0.023968976,0.0,0.2215848565,0.0,0.0135084651,0.0,0.15941719710000002,0.16863889989999994,2000,9,<31434120.1075855688116.JavaMail.evans@thyme>
0.2420445681,0.1054127067,0.0392254665,0.0,0.2121134996,0.0322948769,0.0814149007,0.0405855663,0.1701865643,0.0702519789,2000,9,<32280829.1075855688139.JavaMail.evans@thyme>
0.29055655,0.0269736685,0.0346104801,0.0,0.1709308475,0.0,0.1170473546,0.13753572109999998,0.2174266577,0.0,2000,9,<2287499.1075855688163.JavaMail.evans@thyme>
0.4837788939,0.025005722400000003,0.0250009038,0.0250003394,0.3162064552,0.0250000004,0.0250005759,0.0250001941,0.0250043552,0.0250025634,2000,9,<26184989.1075855688184.JavaMail.evans@thyme>
0.3878302574,0.0,0.0,0.0,0.1866727918,0.0,0.0,0.1125162616,0.1293666661,0.1663666368,2000,9,<24737799.1075855688205.JavaMail.evans@thyme>
0.3063152432,0.0,0.0,0.0,0.3234374821,0.0,0.0,0.0,0.3290641606,0.0,2000,9,<28779445.1075855688226.JavaMail.evans@thyme>
0.2886815667,0.0523229577,0.0,0.0,0.1446279883,0.0,0.0360181965,0.0546758138,0.4145818651,0.0,2000,9,<9007402.1075855688248.JavaMail.evans@thyme>
0.4303438067,0.0964389518,0.0254727826,0.021919759,0.0509118475,0.0,0.0403547063,0.0,0.2602082491,0.0705029294,2000,9,<23377438.1075855688269.JavaMail.evans@thyme>
0.016672248,0.2007469684,0.0166676734,0.0166671425,0.0166667197,0.0166701525,0.016666697299999998,0.3549836874,0.3275910318,0.0166677143,2000,9,<9942513.1075855688311.JavaMail.evans@thyme>
0.3093647361,0.0,0.0242670327,0.0513983183,0.307969898,0.0340307616,0.0820173621,0.0,0.1885703802,0.0,2001,5,<27936946.1075855378542.JavaMail.evans@thyme>
0.2420457453,0.1054127887,0.039224714,0.0,0.2121138126,0.0322948843,0.0814152434,0.0405813381,0.1701868773,0.0702519268,2000,9,<2751799.1075855688335.JavaMail.evans@thyme>
0.1409804523,0.04443077,0.1351783574,0.0305701829,0.1839958578,0.0,0.0865886509,0.0,0.25906765460000003,0.1141871363,2000,9,<11482982.1075855688356.JavaMail.evans@thyme>
0.2744850516,0.0477040187,0.0522962771,0.0,0.180170089,0.0507868938,0.0,0.0,0.288975805,0.0948653966,2000,9,<22955100.1075855688377.JavaMail.evans@thyme>
0.1589962393,0.0,0.0,0.0,0.1155067906,0.0,0.4290132523,0.0,0.2464822382,0.0,2000,9,<31071154.1075855688399.JavaMail.evans@thyme>
0.4677817523,0.1035782248,0.0643638074,0.0,0.1402720511,0.0,0.0532465093,0.114269048,0.0481534563,0.0,2000,9,<5273698.1075855688420.JavaMail.evans@thyme>
0.2715985179,0.06889415530000001,0.0268030334,0.0,0.15190398689999998,0.0503213331,0.072558105,0.1344201118,0.1625286341,0.0601718165,2000,9,<17791617.1075855688442.JavaMail.evans@thyme>
0.2420477569,0.1054131463,0.0392263159,0.0,0.2121137232,0.0322949514,0.0814113617,0.0405830778,0.1701879948,0.0702503696,2000,9,<20163768.1075855688465.JavaMail.evans@thyme>
0.2096654922,0.0572167933,0.0496478751,0.0,0.0762081295,0.0,0.2990130782,0.2208152711,0.079931587,0.0,2000,9,<26254346.1075855688486.JavaMail.evans@thyme>
0.2484203726,0.056538932,0.1919517517,0.0,0.2541783452,0.0,0.0719818249,0.0289514121,0.1461478472,0.0,2000,9,<16024444.1075855688508.JavaMail.evans@thyme>
0.4602493346,0.0348705016,0.0714779347,0.0,0.2412717491,0.0692634135,0.0,0.0434837863,0.0728600919,0.0,2000,9,<14974170.1075855688529.JavaMail.evans@thyme>
0.2278635204,0.1971660703,0.0881781206,0.0101774996,0.0555704981,0.0674032494,0.1229752824,0.065248847,0.11874336,0.0466735661,2001,5,<9093068.1075855378565.JavaMail.evans@thyme>
0.34042909740000005,0.0142860869,0.014286289,0.0142860999,0.155552581,0.0142858652,0.4040119946,0.0142862359,0.0142870704,0.0142886471,2000,9,<12637670.1075855688550.JavaMail.evans@thyme>
0.4243535697,0.043860022,0.1362187862,0.0,0.157671392,0.0,0.0440710783,0.0,0.1830127239,0.0,2000,9,<28100251.1075855688597.JavaMail.evans@thyme>
0.0499999933,0.0499999933,0.0499999933,0.0499999933,0.5500000119,0.0499999933,0.0499999933,0.0499999933,0.0499999933,0.0499999933,2000,9,<2291003.1075855688619.JavaMail.evans@thyme>
0.2034792751,0.0550903343,0.17538939420000002,0.0,0.2311619073,0.0,0.1364632994,0.0945719033,0.0940630957,0.0,2000,9,<17954197.1075855688641.JavaMail.evans@thyme>
0.6123940349,0.0,0.0,0.0,0.1185548678,0.0,0.1899321079,0.0541144013,0.0,0.0,2000,9,<1191072.1075855688663.JavaMail.evans@thyme>
0.3639242649,0.0,0.1979602873,0.0,0.0,0.0,0.3881083131000001,0.0,0.0,0.0,2000,8,<15522927.1075855688706.JavaMail.evans@thyme>
0.0,0.0,0.0,0.0850815624,0.2470016181,0.0,0.0,0.0,0.6140529513,0.0,2000,8,<8133551.1075855688727.JavaMail.evans@thyme>
0.2026787102,0.0477912091,0.1919417381,0.0,0.2181704938,0.0138440318,0.1339555234,0.0917750224,0.0986381546,0.0,2000,8,<33396487.1075855688749.JavaMail.evans@thyme>
0.2321105748,0.2296771407,0.0854874477,0.0123001635,0.08429361880000001,0.0600050353,0.0743874609,0.06362698230000001,0.1361046135,0.0220069401,2001,5,<20312982.1075855378658.JavaMail.evans@thyme>
0.139178291,0.0,0.4706248939,0.0,0.2540662885,0.0,0.0,0.0,0.1121290475,0.0,2000,8,<29777670.1075855688771.JavaMail.evans@thyme>
0.600464046,0.0,0.0,0.0,0.1238792166,0.0,0.1939900368,0.055575069000000005,0.0,0.0,2000,8,<8958723.1075855688792.JavaMail.evans@thyme>
0.1276187599,0.1251724213,0.3080495,0.1265225858,0.2832176387,0.0,0.0,0.0,0.0,0.0,2000,8,<10522460.1075855688813.JavaMail.evans@thyme>
0.6999387145,0.033338006600000004,0.0333626941,0.0333333351,0.0333409421,0.0333333351,0.0333452672,0.0333333351,0.0333333351,0.0333410501,2000,8,<19131288.1075855688834.JavaMail.evans@thyme>
0.3901146054,0.0100010866,0.0100012133,0.0100000445,0.3253975809,0.0100006266,0.0100028133,0.0100013781,0.1031771898,0.1213034838,2000,8,<20997494.1075855688856.JavaMail.evans@thyme>
0.399497509,0.0,0.3551020622,0.0,0.2042175531,0.0,0.0,0.0,0.0,0.0,2000,8,<12933608.1075855688877.JavaMail.evans@thyme>
0.1973015517,0.0142880427,0.0142873228,0.014291266,0.0142861884,0.0142868254,0.358802706,0.0142907416,0.34387639159999994,0.0142889787,2000,8,<9552654.1075855688898.JavaMail.evans@thyme>
0.4400393963000001,0.0328382254,0.16964957120000002,0.0238320976,0.1130317748,0.0,0.07980993389999999,0.0229608137,0.1156873479,0.0,2000,8,<3183108.1075855688941.JavaMail.evans@thyme>
0.29190260170000004,0.0299274344,0.0,0.013800540900000002,0.1514320523,0.0,0.12957330050000002,0.0449299254,0.2700606883,0.0662678406,2000,8,<12741026.1075855688962.JavaMail.evans@thyme>
0.3759545684,0.0100015849,0.4052129686,0.0100000538,0.1488238573,0.0100003881,0.010002641,0.0100005418,0.0100021092,0.0100012878,2001,5,<17508231.1075855378741.JavaMail.evans@thyme>
0.195165813,0.1197351441,0.0116626238,0.0696848258,0.0623824522,0.0610654466,0.0,0.0,0.4645105302000001,0.0,2000,8,<27607670.1075855688984.JavaMail.evans@thyme>
0.6107785702,0.0,0.0,0.0856036767,0.1594085097,0.0,0.0,0.0,0.0,0.0980490819,2000,8,<11434451.1075855689007.JavaMail.evans@thyme>
0.1329806447,0.0,0.1111746281,0.0338599794,0.2494193316,0.0,0.1682818383,0.1255151331,0.1722459644,0.0,2000,8,<12599900.1075855689029.JavaMail.evans@thyme>
0.0166722443,0.0166700017,0.2926588953,0.016667118300000002,0.0166675206,0.0166674741,0.0166689064,0.0166712478,0.0166714564,0.5739850998,2000,8,<4512177.1075855689051.JavaMail.evans@thyme>
0.2558232546,0.040913336,0.0672525167,0.0,0.1030433699,0.0471321568,0.1418285519,0.0281149857,0.2083772123,0.1060859114,2000,8,<3143867.1075855689072.JavaMail.evans@thyme>
0.3735299408,0.0,0.0956594422,0.0,0.097307764,0.0,0.0,0.0,0.3834885657,0.0,2000,8,<24302765.1075855689093.JavaMail.evans@thyme>
0.0500031337,0.0500013009,0.050000000700000005,0.0500015058,0.050000000700000005,0.0500075482,0.050000000700000005,0.5499822497,0.0500042699,0.050000000700000005,2000,8,<32035482.1075855689114.JavaMail.evans@thyme>
0.4847143292,0.0968270078,0.1357328147,0.0,0.1482518911,0.1106621847,0.0,0.0,0.0,0.0,2000,8,<5946371.1075855689136.JavaMail.evans@thyme>
0.6269752979,0.0,0.0,0.0,0.31586965920000004,0.0,0.0,0.0,0.0,0.0,2000,8,<15573916.1075855689159.JavaMail.evans@thyme>
0.0,0.0908881202,0.0,0.0,0.1083581299,0.0,0.2083280087,0.0,0.4146681726,0.1626006663,2000,8,<26241198.1075855689180.JavaMail.evans@thyme>
0.2967384756,0.093395181,0.1643375903,0.0147963092,0.1232539713,0.0134187406,0.1687485427,0.0262029618,0.0982385054,0.0,2001,4,<22040365.1075855378763.JavaMail.evans@thyme>
0.0783917382,0.2016695589,0.1058453694,0.0158345308,0.2055680156,0.0,0.1133577526,0.0226049591,0.2541297674,0.0,2000,8,<29919154.1075855689201.JavaMail.evans@thyme>
0.2132322788,0.0646557286,0.1143115386,0.0,0.0644796416,0.0,0.1251521409,0.1191480383,0.2280311286,0.0681721866,2000,8,<4511963.1075855689223.JavaMail.evans@thyme>
0.1644813567,0.1532339305,0.1142750382,0.066387102,0.0768634751,0.0,0.1352957636,0.1054765433,0.08475599439999999,0.0971897468,2000,8,<33111317.1075855689245.JavaMail.evans@thyme>
0.0748379007,0.0549346022,0.1232123896,0.0,0.039746061,0.0,0.2275236845,0.0832410678,0.2433035821,0.1499745101,2000,8,<1665326.1075855689266.JavaMail.evans@thyme>
0.2179969996,0.08476954699999999,0.14041036369999998,0.0331002511,0.0483678356,0.0363255292,0.0817315131,0.0942865312,0.1314583421,0.1315531284,2000,8,<4752513.1075855689288.JavaMail.evans@thyme>
0.011114439,0.011112514,0.0111260917,0.011111111399999998,0.14652916789999998,0.0111123314,0.0111150146,0.0111152017,0.6178176999,0.157846421,2000,8,<15940494.1075855689309.JavaMail.evans@thyme>
0.5743109584,0.0688849464,0.0619147383,0.0,0.0317070223,0.021900687400000004,0.1485437304,0.0,0.0729628205,0.0190201718,2000,8,<13302421.1075855689330.JavaMail.evans@thyme>
0.0,0.2661162019,0.0661250427,0.0,0.0950262249,0.0,0.2083467543,0.0,0.3259196579,0.0,2000,8,<621515.1075855689352.JavaMail.evans@thyme>
0.2006321251,0.19321087,0.3203671873,0.0,0.0,0.0,0.0,0.1565259248,0.09592469039999997,0.0,2000,8,<10376621.1075855689373.JavaMail.evans@thyme>
0.3922711015,0.0100021455,0.137276113,0.0100003527,0.1348911524,0.0100001376,0.1576679051,0.0100000277,0.1278884411,0.0100026242,2000,8,<17491901.1075855689394.JavaMail.evans@thyme>
0.2967375815,0.0933959261,0.1643228233,0.0147969304,0.1232558861,0.013420729,0.1687544286,0.0262041353,0.098241806,0.0,2001,4,<25043030.1075855378785.JavaMail.evans@thyme>
0.5557000637,0.0,0.073842831,0.0,0.0963063091,0.0,0.1056975722,0.0,0.1390359998,0.0,2000,8,<16011733.1075855689415.JavaMail.evans@thyme>
0.0200003572,0.0199999996,0.0199999996,0.0200064592,0.4200108945,0.0199999996,0.0200090203,0.2199821025,0.21999113260000006,0.0199999996,2000,8,<2663045.1075855689436.JavaMail.evans@thyme>
0.5122289658,0.0553880781,0.0987181142,0.045112893,0.054545801100000006,0.022068526600000003,0.0507379323,0.0451790094,0.1078964844,0.0,2000,8,<29754711.1075855689458.JavaMail.evans@thyme>
0.2221416682,0.0,0.1083927825,0.0972416699,0.183854416,0.0887291133,0.0,0.0,0.2688665986,0.0,2000,8,<25730802.1075855689480.JavaMail.evans@thyme>
0.243581906,0.0606443658,0.16656106710000002,0.0338606164,0.1741313934,0.0,0.0417102315,0.0227145944,0.1367675364,0.1183615103,2000,8,<8079253.1075855689501.JavaMail.evans@thyme>
0.4643339813,0.1208123118,0.0833509862,0.0,0.0593339652,0.0,0.0756022334,0.1142250597,0.0798613653,0.0,2000,8,<26778614.1075855689532.JavaMail.evans@thyme>
0.3260140419,0.1862785369,0.0923749283,0.0,0.1132481098,0.0,0.1222902536,0.0968092158,0.059454985,0.0,2000,8,<2576119.1075855689554.JavaMail.evans@thyme>
0.8199879526999999,0.0199999996,0.0200022049,0.0199999996,0.0200030617,0.0199999996,0.0199999996,0.0199999996,0.0200068112,0.0199999996,2000,8,<11621863.1075855689575.JavaMail.evans@thyme>
0.7883736491,0.0,0.0560235381,0.0,0.0708714202,0.0,0.0,0.0,0.0597292595,0.0,2000,8,<8313101.1075855689596.JavaMail.evans@thyme>
0.2550576925,0.2863811851,0.0111130541,0.0111111775,0.1268640757,0.011113001,0.0111127337,0.0111111337,0.2650193572,0.0111165727,2000,8,<31200236.1075855689617.JavaMail.evans@thyme>
0.3354408741,0.2336266637,0.0575362593,0.014827298,0.1070945337,0.0273610726,0.0549710579,0.0105708344,0.1247341484,0.0338372737,2001,5,<5468446.1075855378133.JavaMail.evans@thyme>
0.1907039434,0.0125068668,0.0125002256,0.0125045562,0.0125000002,0.1165250987,0.3064767122,0.0125000002,0.3112795949,0.0125030056,2001,4,<24978223.1075855378806.JavaMail.evans@thyme>
0.012514006299999998,0.3681435883,0.1421805173,0.0125000766,0.0125003364,0.2625219822,0.0125042722,0.0125038773,0.0125012174,0.152130127,2000,8,<25793808.1075855689661.JavaMail.evans@thyme>
0.2504765391,0.0581359155,0.0,0.0,0.0695352629,0.0,0.2375676781,0.0,0.29561764,0.0712708011,2000,8,<26838693.1075855689682.JavaMail.evans@thyme>
0.1929337382,0.0100024659,0.0100008147,0.0100005912,0.2358308285,0.0100028608,0.2825982273,0.010000254,0.228629306,0.0100008678,2000,8,<5690387.1075855689704.JavaMail.evans@thyme>
0.7572216392,0.0125008579,0.0125003485,0.012500051399999998,0.14277179539999998,0.012500139,0.0125020435,0.0125003727,0.0125023685,0.0125004156,2000,8,<8214445.1075855689725.JavaMail.evans@thyme>
0.7061266898999999,0.0166673288,0.016667716200000002,0.0166667681,0.1605327576,0.016668262,0.0166681167,0.016668638200000002,0.0166669805,0.0166666992,2000,7,<15240164.1075855689768.JavaMail.evans@thyme>
0.3916406929,0.0312947296,0.09297093,0.0174992643,0.1042231619,0.0187125336,0.1653548777,0.0,0.1753180176,0.0,2000,7,<20457011.1075855689790.JavaMail.evans@thyme>
0.2109277546,0.1823518425,0.1582574099,0.0,0.1539189518,0.0,0.0467808954,0.0,0.1368627548,0.1023272946,2000,7,<22278229.1075855689811.JavaMail.evans@thyme>
0.6014430523,0.0100008985,0.0100025469,0.1099946573,0.0100001553,0.0100015579,0.0100069335,0.0100034876,0.0100049693,0.2185417563,2000,7,<29850337.1075855689832.JavaMail.evans@thyme>
0.3733313084000001,0.0,0.0707838982,0.0,0.1672578901,0.0,0.1852418035,0.0,0.1914770454,0.0,2001,4,<9496454.1075855378828.JavaMail.evans@thyme>
0.3292190135,0.1091431826,0.0,0.0,0.1557375491,0.0,0.1005921662,0.1493689567,0.1441726238,0.0,2000,7,<20376172.1075855689875.JavaMail.evans@thyme>
0.0250177942,0.0250039063,0.2749947906,0.0250032451,0.0250003599,0.0250000004,0.0250044838,0.025001009900000003,0.5249744058,0.0250000004,2000,7,<5791021.1075855689896.JavaMail.evans@thyme>
0.5101531147999999,0.0809795037,0.1334172338,0.0,0.0509628728,0.0,0.0244396776,0.0233839992,0.1063144803,0.0548614413,2000,7,<21852423.1075855689918.JavaMail.evans@thyme>
0.2794875503,0.0,0.213630423,0.0,0.0811070874,0.1500013322,0.0,0.0,0.11117956789999997,0.1360197812,2000,7,<9793656.1075855689961.JavaMail.evans@thyme>
0.5224919319,0.0,0.0489929765,0.0,0.0629506484,0.0,0.2655963004,0.0,0.0741562843,0.0205476731,2000,7,<17498013.1075855689982.JavaMail.evans@thyme>
0.5008667707,0.07163570080000001,0.08095368,0.0,0.0945667699,0.0,0.0,0.1031982452,0.1380266845,0.0,2000,7,<18062842.1075855690006.JavaMail.evans@thyme>
0.6399363875,0.0396521054,0.1151941344,0.0,0.0390239619,0.0409778804,0.049592822800000005,0.0,0.059404701,0.0145780211,2000,7,<26723744.1075855690050.JavaMail.evans@thyme>
0.1676583737,0.0142857144,0.0142901959,0.1637210995,0.0142887952,0.0142863076,0.282892853,0.0142901363,0.2999970317,0.0142894667,2001,4,<22039354.1075855378849.JavaMail.evans@thyme>
0.226609841,0.1746763736,0.0,0.0,0.0,0.0,0.0,0.2308587581,0.332549423,0.0,2000,7,<19895660.1075855690071.JavaMail.evans@thyme>
0.0250019282,0.0250005741,0.0250069965,0.0250000004,0.0250000004,0.2749891281,0.0250063762,0.5249940157,0.0250000004,0.025001034100000003,2000,7,<16453400.1075855690092.JavaMail.evans@thyme>
0.7542468309,0.0142862974,0.0142866177,0.0142857824,0.1314613372,0.0142871216,0.0142868822,0.0142874466,0.0142859248,0.0142857358,2000,7,<10221129.1075855690113.JavaMail.evans@thyme>
0.050000000700000005,0.050000000700000005,0.050000000700000005,0.050000000700000005,0.0500026606,0.050000000700000005,0.050000000700000005,0.5499973297,0.050000000700000005,0.050000000700000005,2000,7,<21391430.1075855690135.JavaMail.evans@thyme>
0.5572035909,0.0543406568,0.1235989258,0.0,0.0377621241,0.0,0.08532632890000001,0.0,0.1120975316,0.0260982197,2000,7,<23591021.1075855690157.JavaMail.evans@thyme>
0.1734012067,0.0111125903,0.34444347020000005,0.011111111399999998,0.404358983,0.0111129787,0.0111124674,0.0111134881,0.0111132199,0.0111204302,2000,7,<12154382.1075855690200.JavaMail.evans@thyme>
0.1884822845,0.0,0.1040403843,0.0,0.2139371336,0.0,0.0,0.0,0.4602020085,0.0,2000,7,<32881814.1075855690221.JavaMail.evans@thyme>
0.3603763282,0.0953431502,0.0,0.0513149016,0.1569613367,0.0,0.144492507,0.17550790309999995,0.0,0.0,2000,7,<3164932.1075855690243.JavaMail.evans@thyme>
0.2600871623,0.0,0.1063808277,0.0,0.0977693498,0.0,0.1266674697,0.106208697,0.2838355303,0.0,2000,7,<9250296.1075855690264.JavaMail.evans@thyme>
0.2845752239,0.0,0.0917983428,0.0,0.33512738350000004,0.0,0.0,0.0462675951,0.2050488293,0.0296339113,2001,4,<8052466.1075855378887.JavaMail.evans@thyme>
0.0250000041,0.0250000041,0.025012884300000003,0.0250000041,0.0250000041,0.0250127465,0.02500608,0.0250035264,0.0250353869,0.7749294043000001,2000,7,<12051992.1075855690285.JavaMail.evans@thyme>
0.3419725597,0.0333333313,0.3913428485,0.0333333313,0.0333333313,0.0333333313,0.0333333313,0.0333479084,0.0333366655,0.0333333313,2000,7,<23290954.1075855690306.JavaMail.evans@thyme>
0.1876544058,0.1020083129,0.051687978200000005,0.0,0.0,0.0,0.3146293461,0.1220809743,0.2071223557,0.0,2000,7,<5063236.1075855690328.JavaMail.evans@thyme>
0.52448982,0.08144810799999999,0.1327355057,0.0131862061,0.0480870567,0.0221662689,0.0640068129,0.0207615923,0.073629424,0.0194891989,2000,7,<3784484.1075855690349.JavaMail.evans@thyme>
0.2570741475,0.0,0.0630338937,0.0,0.0888062343,0.0663709491,0.1028305516,0.0,0.3320321441,0.0795031115,2000,6,<20174240.1075855690371.JavaMail.evans@thyme>
0.5086074471,0.0933592096,0.0569472797,0.0,0.0492747054,0.0178414434,0.15329200029999998,0.0208768863,0.0638623238,0.0275170002,2000,6,<920154.1075855690394.JavaMail.evans@thyme>
0.4864352643,0.0378060825,0.07364701480000001,0.0149636203,0.0957610011,0.0,0.0927388892,0.07225565610000001,0.0575714149,0.06790328030000001,2000,6,<32005218.1075855690438.JavaMail.evans@thyme>
0.0142857153,0.1653171778,0.2852513492,0.0142868366,0.0142910555,0.0142857153,0.0142858801,0.0142915454,0.3000269234,0.1636777669,2000,6,<612127.1075855690459.JavaMail.evans@thyme>
